Result of replaying ffa3e937-3787-434c-bf4a-424aa7b172c4 [Reduced] [Reduced] on Log (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
1006,"187157",1,Yes,"3.00","2.00","352.00","0.92","0.89","0.96","24.00","674.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1007,"187199",1,Yes,"3.00","5.00","490.00","0.88","0.88","1.00","21.00","790.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[M-REAL]A-APPROVED|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1008,"187292",1,Yes,"4.00","3.00","443.00","0.92","0.86","0.92","24.00","735.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]W-Afhandelenleads|[L]W-Completerenaanvraag|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1009,"187307",1,Yes,"5.00","3.00","476.00","0.92","0.83","0.88","25.00","772.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L]W-Completerenaanvraag|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]O-SENT|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1010,"188359",1,Yes,"2.00","3.00","299.00","0.92","0.93","1.00","23.00","629.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]W-Afhandelenleads|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1011,"188995",1,Yes,"3.00","3.00","352.00","0.92","0.89","0.96","24.00","674.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1012,"189046",1,Yes,"6.00","6.00","704.00","1.00","0.80","0.77","26.00","983.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]A-ACCEPTED|[L]A-FINALIZED|[L]O-SENT|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]O-SENT|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L]O-SENT|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]W-Validerenaanvraag|[L/M]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1013,"189553",1,Yes,"3.00","2.00","348.00","0.92","0.89","0.96","24.00","674.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1014,"189673",1,Yes,"5.00","7.00","644.00","0.95","0.82","0.83","24.00","972.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]A-ACCEPTED|[L]A-FINALIZED|[L]O-SENT|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L]A-APPROVED|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1015,"190360",1,Yes,"2.00","2.00","281.00","0.92","0.92","1.00","22.00","591.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1016,"190857",1,Yes,"5.00","4.00","630.00","1.00","0.84","0.81","27.00","897.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]A-ACCEPTED|[L]A-FINALIZED|[L]O-SENT|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]O-SENT|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L]A-CANCELLED|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]end
1017,"191374",1,Yes,"2.00","3.00","300.00","0.92","0.93","1.00","23.00","623.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]W-Afhandelenleads|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1018,"192608",1,Yes,"5.00","4.00","574.00","1.00","0.84","0.81","27.00","879.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]A-ACCEPTED|[L]A-FINALIZED|[L]O-SENT|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L]O-SENT|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]A-CANCELLED|[L/M]end
1019,"194224",1,Yes,"3.00","3.00","417.00","0.96","0.90","0.93","27.00","748.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L]O-SENT|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]A-CANCELLED|[L/M]end
1020,"194454",1,Yes,"3.00","3.00","393.00","0.92","0.89","0.96","23.00","693.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]W-Afhandelenleads|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]W-Afhandelenleads|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1021,"195779",1,Yes,"5.00","4.00","479.00","0.92","0.83","0.88","25.00","767.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L]W-Completerenaanvraag|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L]O-SENT|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1022,"195985",1,Yes,"4.00","4.00","696.00","0.88","0.85","0.96","23.00","987.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L]A-CANCELLED|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[M-REAL]A-APPROVED|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1023,"196063",1,Yes,"2.00","3.00","304.00","0.92","0.93","1.00","23.00","623.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]W-Afhandelenleads|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
1024,"196473",1,Yes,"3.00","4.00","348.00","0.92","0.89","0.96","24.00","674.00",[L/M]start|[L/M]A-SUBMITTED|[L/M]A-PREACCEPTED|[L]W-Completerenaanvraag|[L/M]A-ACCEPTED|[L/M]A-FINALIZED|[L/M]O-SENT|[M-REAL]A-CANCELLED|[L/M]W-Completerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[L/M]W-Nabellenoffertes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-REAL]A-DECLINED|[M-INVI]tau split|[L/M]W-Validerenaanvraag|[M-INVI]tau split|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Nabellenincompletedossiers|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[L/M]A-APPROVED|[M-INVI]tau from tree|[L/M]W-Validerenaanvraag|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau join|[M-INVI]tau from tree|[L/M]end
